journals/lncs/CarstensenS91;Kai-Uwe Carstensen
journals/lncs/CarstensenS91;Geoffrey Simmons
journals/lncs/Erbach91;Gregor Erbach
journals/lncs/CodognetN94;Philippe Codognet
journals/lncs/CodognetN94;Giuseppe Nardiello
journals/lncs/Kanngiesser91;Siegfried Kanngießer
journals/lncs/Lang91;Ewald Lang
journals/lncs/Comon94;Hubert Comon
journals/lncs/MontanariR94;Ugo Montanari
journals/lncs/MontanariR94;Francesca Rossi
journals/lncs/GhafoorB93;Arif Ghafoor
journals/lncs/GhafoorB93;P. Bruce Berra
journals/lncs/SandtG91;Rob A. van der Sandt
journals/lncs/SandtG91;Bart Geurts
journals/lncs/Bosch91;Peter Bosch
journals/lncs/Habel91;Christopher Habel
journals/lncs/Imbert94;Jean-Louis Imbert
journals/lncs/SiegelmannF93;Hava T. Siegelmann
journals/lncs/SiegelmannF93;Ophir Frieder
journals/lncs/Gust91;Helmar Gust
journals/lncs/RollingerH91;Claus-Rainer Rollinger
journals/lncs/RollingerH91;Otthein Herzog
journals/lncs/Konig91;Esther König
journals/lncs/ElmasriK93;Ramez Elmasri
journals/lncs/ElmasriK93;Vram Kouramajian
journals/lncs/AngeleFLNS91;Jürgen Angele
journals/lncs/AngeleFLNS91;Dieter Fensel
journals/lncs/AngeleFLNS91;Dieter Landes
journals/lncs/AngeleFLNS91;Susanne Neubert
journals/lncs/AngeleFLNS91;Rudi Studer
journals/lncs/VadapartyN93;Kumar V. Vadaparty
journals/lncs/VadapartyN93;Shamim A. Naqvi
journals/lncs/Eberle91;Kurt Eberle
journals/lncs/Pribbenow91;Simone Pribbenow
journals/lncs/AnderssonDSYTY93;Martin Andersson
journals/lncs/AnderssonDSYTY93;Yann Dupont
journals/lncs/AnderssonDSYTY93;Stefano Spaccapietra
journals/lncs/AnderssonDSYTY93;Kokou Yétongnon
journals/lncs/AnderssonDSYTY93;Markus Tresch
journals/lncs/AnderssonDSYTY93;Haiyan Ye
journals/lncs/Tewari93;Raj Tewari
journals/lncs/KarabatisRS93;George Karabatis
journals/lncs/KarabatisRS93;Marek Rusinkiewicz
journals/lncs/KarabatisRS93;Amit P. Sheth
journals/lncs/FlaterY93;David W. Flater
journals/lncs/FlaterY93;Yelena Yesha
journals/lncs/KissW91;Tibor Kiss
journals/lncs/KissW91;Birgit Wesche
journals/lncs/Schmitt91;Peter H. Schmitt
journals/lncs/Mayer91;Rolf Mayer
journals/lncs/YuCWT93;Philip S. Yu
journals/lncs/YuCWT93;Ming-Syan Chen
journals/lncs/YuCWT93;Joel L. Wolf
journals/lncs/YuCWT93;John Turek
journals/lncs/Seifert91;Roland Seiffert
journals/lncs/Rauzy94;Antoine Rauzy
journals/lncs/Clifford93;James Clifford
journals/lncs/FranchittiK93;Jean-Claude Franchitti
journals/lncs/FranchittiK93;Roger King
journals/lncs/GehaniJS93;Narain H. Gehani
journals/lncs/GehaniJS93;H. V. Jagadish
journals/lncs/GehaniJS93;Oded Shmueli
journals/lncs/GadiaC93;Shashi K. Gadia
journals/lncs/GadiaC93;Vimal Chopra
journals/lncs/SegevC93;Arie Segev
journals/lncs/SegevC93;Rakesh Chandra
journals/lncs/Dorre91;Jochen Dörre
journals/lncs/Seifert91a;Roland Seiffert
journals/lncs/KloseL91;Gudrun Klose
journals/lncs/KloseL91;Kai von Luck
journals/lncs/Emde91;Werner Emde
journals/lncs/Blasius91;Karl-Hans Bläsius
